stationReference,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,dryvalue,dryvaluemax,dryvaluemin,wetvalue,wetvaluemax,wetvaluemin,qualifier,parameter
0130TH,Ewen,51.674733,-1.9904,0.945,-0.948,0.99,0.0,0.07445833333333343,0.075,0.073,0.133,0.133,0.133,['Stage'],['levelASD']
0144TH,Somerford Keynes,51.650724,-1.973061,1.484,0.325,1.6,0.363,0.8695625000000006,0.918,0.013,1.007,1.007,1.007,['Stage'],['levelASD']
0155TH,Oaksey,51.632205,-2.007169,1.887,-0.242,1.311,0.0,0.12968749999999998,0.154,0.108,0.098,0.098,0.098,['Stage'],['levelASD']
0184TH,Purton Stoke,51.61322,-1.87404,2.34,0.481,1.89,0.504,0.520072916666667,0.527,0.51,0.594,0.594,0.594,['Stage'],['levelASD']
0190TH,Cricklade,51.646694,-1.865536,0.992,0.012,1.083,0.058,0.15106250000000002,0.162,0.141,0.246,0.246,0.246,['Stage'],['levelASD']
022013,Callerton Lane,55.049407,-1.741713,2.24,-0.15,0.85,0.0,0.06342708333333336,0.07,0.058,0.078,0.078,0.078,['Stage'],['levelASD']
0260TH,Cirencester,51.724451,-1.972293,1.048,-0.032,0.7000000000000001,0.078,0.15346874999999985,0.155,0.151,0.225,0.225,0.225,['Stage'],['levelASD']
0278TH,South Cerney,51.673897,-1.934146,1.47,0.3,1.31,0.345,0.3288020833333332,0.331,0.323,0.402,0.402,0.402,['Stage'],['levelASD']
0290TH,Cerney Wick,51.665333,-1.891795,0.709,-0.093,0.6000000000000001,0.015,0.11034375000000007,0.112,0.108,0.217,0.217,0.217,['Stage'],['levelASD']
0311TH,Rushey Platt,51.553565,-1.803214,2.188,0.72,1.69,0.735,0.7397812500000001,0.744,0.734,0.827,0.827,0.827,['Stage'],['levelASD']
0319TH,Rodbourne,51.571821,-1.816698,2.463,-0.046,1.32,0.034,0.3012083333333334,0.41,0.159,0.389,0.389,0.389,['Stage'],['levelASD']
0390TH,Water Eaton,51.64017,-1.826539,2.587,0.5,1.901,0.625,0.8166041666666667,0.889,0.709,1.023,1.023,1.023,['Stage'],['levelASD']
0470TH,Ampney St Peter,51.710647,-1.889951,1.23,-0.276,0.93,0.044,0.17279166666666693,0.174,0.172,0.215,0.215,0.215,['Stage'],['levelASD']
0490TH,Sheeppen Bridge,51.654587,-1.849612,1.108,-0.231,1.45,0.0,0.15733333333333355,0.16,0.156,0.203,0.203,0.203,['Stage'],['levelASD']
0503SO,Stonebridge,51.132785,0.453941,3.4,0.02,1.78,0.082,0.23243750000000052,0.242,0.2,0.25,0.25,0.25,['Stage'],['levelASD']
0530TH,Whetstone Bridge,51.667039,-1.816893,1.436,-0.532,1.273,-0.6000000000000001,0.12759374999999987,0.129,0.125,0.176,0.176,0.176,['Stage'],['levelASD']
055002_TG_301,Belmont,52.045084,-2.752202,6.987,0.083,3.8,0.175,0.8801562500000001,0.935,0.828,0.663,0.663,0.663,['Stage'],['levelASD']
055003_TG_316,Lugwardine,52.061919,-2.659977,2.999,0.0,2.4,0.153,0.5587499999999997,0.576,0.538,0.609,0.609,0.609,['Stage'],['levelASD']
055013_TG_326,Titley Mill,52.220498,-2.984666,2.398,0.042,1.0,0.062,0.21496874999999982,0.222,0.205,0.206,0.206,0.206,['Stage'],['levelASD']
055014_TG_306,Byton,52.276841,-2.932709,2.176,0.229,1.3,0.279,0.41140625000000036,0.419,0.403,0.388,0.388,0.388,['Stage'],['levelASD']
055018_TG_327,Yarkhill,52.081299,-2.563805,2.65,0.099,1.6,0.188,0.24943749999999987,0.253,0.243,0.324,0.324,0.324,['Stage'],['levelASD']
055021_TG_305,Butts Bridge,52.226571,-2.730348,3.756,0.717,2.6,0.763,0.845374999999999,0.852,0.839,0.842,0.842,0.842,['Stage'],['levelASD']
055027_TG_328,Sandford Bridge,51.928793,-2.524006,1.229,0.026,0.313,0.075,0.1248541666666666,0.13,0.118,0.136,0.136,0.136,['Stage'],['levelASD']
055028_TG_9302,Bishops Frome,52.137017,-2.488532,2.075,0.079,0.9,0.123,0.16660416666666666,0.171,0.162,0.211,0.211,0.211,['Stage'],['levelASD']
055031_TG_329,Three Elms,52.069153,-2.743532,1.292,0.001,0.408,0.129,0.07117708333333334,0.072,0.07,0.132,0.132,0.132,['Stage'],['levelASD']
055040,Bromyard,52.191185,-2.501355,3.244,0.03,2.3,0.048,0.15088541666666658,0.156,0.144,0.194,0.194,0.194,['Stage'],['levelASD']
055041,Ford Bridge LVL,52.191958,-2.718663,,,,,0.34040624999999985,0.349,0.331,0.36,0.36,0.36,['Stage'],['levelASD']
055807_TG_320,Hereford Bridge,52.051748,-2.720173,6.111,-0.02,3.3,0.096,0.6831770833333333,0.733,0.636,0.502,0.502,0.502,['Stage'],['levelASD']
055811_TG_9303,Bredwardine,52.096497,-2.969481,6.991,0.093,3.8,0.27,0.8796874999999997,0.934,0.831,0.668,0.668,0.668,['Stage'],['levelASD']
055816_TG_319,Mordiford,52.026391,-2.629867,5.504,0.037,3.6,0.467,0.930541666666667,0.979,0.887,0.783,0.783,0.783,['Stage'],['levelASD']
055817_TG_323,Ross On Wye,51.915339,-2.587573,5.1,0.0,3.2,0.254,0.6846249999999997,0.736,0.639,0.563,0.563,0.563,['Stage'],['levelASD']
055L010SG,Eardisland,52.223407,-2.851042,1.278,0.0,1.2,0.0,0.3132187500000001,0.316,0.309,0.308,0.308,0.308,['Stage'],['levelASD']
0569TH,Hannington Bridge,51.663588,-1.749677,4.49,1.968,3.81,2.07,2.1206770833333333,2.137,2.093,2.362,2.362,2.362,['Stage'],['levelASD']
0630TH,Fosse Bridge,51.799654,-1.885239,0.42,-0.002,0.28,0.017,0.058750000000000004,0.059,0.058,0.108,0.108,0.108,['Stage'],['levelASD']
0655TH,BIBURY SPRINGS AT BIBURY (TROUT FARM),51.761338,-1.835711,,,,,0.06808333333333326,0.069,0.067,0.108,0.108,0.108,['Stage'],['levelASD']
0657TH,BIBURY SPRINGS AT BIBURY (SWAN HOTEL),51.761248,-1.835566,,,,,0.043062500000000024,0.044,0.042,0.095,0.095,0.095,['Stage'],['levelASD']
0660TH,Bibury,51.754535,-1.825522,0.524,0.035,0.4,0.081,0.08491666666666674,0.09,0.078,0.143,0.143,0.143,['Stage'],['levelASD']
0680TH,Fairford,51.709394,-1.783971,1.426,0.312,1.08,0.415,0.5749479166666663,0.577,0.573,0.782,0.782,0.782,['Stage'],['levelASD']
0701TH,St Johns Lock,51.68931,-1.678796,0.945,-0.265,0.25,-0.011,0.12709375000000006,0.131,0.117,0.178,0.178,0.178,['Stage'],['levelASD']
0710TH,Lower Stratton,51.569689,-1.735909,4.3,0.908,2.815,0.935,1.943229166666668,1.946,1.94,1.964,1.964,1.964,['Stage'],['levelASD']
0712TH,Kestrel Drive,51.563545,-1.722961,3.078,0.73,1.91,0.782,0.7127916666666668,0.721,0.709,0.808,0.808,0.808,['Stage'],['levelASD']
0730TH,Westmill Bridge,51.616448,-1.666745,2.556,0.317,1.85,0.372,0.3969999999999992,0.397,0.397,0.629,0.629,0.629,['Stage'],['levelASD']
0790TH,Inglesham,51.670899,-1.700313,2.09,0.03,0.9,0.1,0.08421875,0.087,0.081,0.216,0.216,0.216,['Stage'],['levelASD']
0890TH,Lechlade,51.692891,-1.672984,0.8170000000000001,0.009,0.48,0.034,0.05873958333333332,0.063,0.054,0.116,0.116,0.116,['Stage'],['levelASD']
0898TH,Buscot Lock,51.68119,-1.668729,0.997,-0.299,0.35,0.0,0.09963541666666671,0.118,0.069,0.2,0.2,0.2,['Stage'],['levelASD']
0901TH,Grafton Lock,51.690894,-1.607898,1.11,-0.404,0.38,0.0,0.16284374999999987,0.168,0.155,0.195,0.195,0.195,['Stage'],['levelASD']
0902TH,Radcot Lock,51.699764,-1.573094,0.873,-0.263,0.324,0.0,0.12732291666666667,0.138,0.096,0.165,0.165,0.165,['Stage'],['levelASD']
0903TH,Rushey Lock,51.698716,-1.534037,0.8190000000000001,-0.27,0.297,0.008,0.10628124999999992,0.114,0.071,0.185,0.185,0.185,['Stage'],['levelASD']
0904SO,Vexour Bridge,51.189651,0.160853,4.123,0.04,2.9,0.603,0.8501145833333329,0.888,0.809,0.851,0.851,0.851,['Stage'],['levelASD']
0904TH,Shifford Lock,51.70718,-1.465193,0.728,-0.208,0.42,0.005,0.2275208333333334,0.235,0.211,0.19,0.19,0.19,['Stage'],['levelASD']
0911TH,Clanfield,51.719421,-1.588977,2.154,0.5670000000000001,1.025,0.613,0.6368020833333333,0.639,0.635,0.678,0.678,0.678,['Stage'],['levelASD']
0913TH,Bampton,51.72466,-1.54887,1.784,0.087,1.4,0.095,0.929364583333334,0.935,0.917,0.941,0.941,0.941,['Stage'],['levelASD']
1003SO,West Gate Gardens,51.280821,1.073832,1.472,0.162,0.95,0.232,0.38554166666666695,0.396,0.374,0.493,0.493,0.493,['Stage'],['levelASD']
1020TH,Bourton Windrush,51.886693,-1.767911,0.597,0.004,0.24,0.082,0.11417708333333348,0.116,0.113,0.129,0.129,0.129,['Stage'],['levelASD']
1029TH,Bourton Dickler,51.874767,-1.740083,0.8200000000000001,0.05,0.42,0.068,0.10590624999999997,0.109,0.104,0.149,0.149,0.149,['Stage'],['levelASD']
1080TH,Worsham,51.793689,-1.564378,1.634,0.262,1.62,0.303,0.32873958333333336,0.334,0.325,0.445,0.445,0.445,['Stage'],['levelASD']
1082TH,Witney,51.789786,-1.484269,2.45,0.39,1.4,0.464,0.5804479166666666,0.585,0.575,0.726,0.726,0.726,['Stage'],['levelASD']
1090_w1TH,Newbridge Weir A,51.713499,-1.420988,0.986,0.072,0.44,0.131,0.21719791666666652,0.219,0.215,0.269,0.269,0.269,['Stage'],['levelASD']
1090_w2TH,Newbridge Weir B,51.713499,-1.420988,0.847,-0.085,0.349,0.004,0.0515,0.053,0.049,0.119,0.119,0.119,['Stage'],['levelASD']
1099TH,Northmoor Lock,51.716858,-1.374624,1.35,-0.51,0.38,-0.004,0.08800000000000006,0.093,0.079,0.133,0.133,0.133,['Stage'],['levelASD']
1100TH,Farmoor,51.757544,-1.366384,2.006,0.508,1.3,0.5,0.8634895833333327,0.881,0.843,0.931,0.931,0.931,['Stage'],['levelASD']
1102TH,Pinkhill Lock,51.761748,-1.362413,1.061,-0.226,0.4,0.0,0.15823958333333335,0.177,0.138,0.215,0.215,0.215,['Stage'],['levelASD']
1113SO,Sellindge,51.099225,1.00828,1.3,0.18,0.85,0.224,0.3168958333333333,0.324,0.307,0.322,0.322,0.322,['Stage'],['levelASD']
1201TH,Eynsham Lock,51.774692,-1.356854,1.187,-0.363,0.37,0.038,0.10286458333333333,0.112,0.092,0.184,0.184,0.184,['Stage'],['levelASD']
1208TH,Moreton,51.988876,-1.697906,1.461,0.087,1.21,0.095,0.10650000000000016,0.109,0.105,0.111,0.111,0.111,['Stage'],['levelASD']
1210TH,Evenlode Bridge,51.95095,-1.679842,2.8,0.373,1.6800000000000002,0.405,0.4482604166666668,0.456,0.441,0.46,0.46,0.46,['Stage'],['levelASD']
1236TH,Littlestock Brook (Temporary),51.865237,-1.618104,0.524,0.079,0.2,0.079,0.054239583333333334,0.057,0.052,0.082,0.082,0.082,['Stage'],['levelASD']
1238TH,Shipton,51.861678,-1.594363,3.23,0.517,2.02,0.5630000000000001,0.7035416666666666,0.718,0.686,0.704,0.704,0.704,['Stage'],['levelASD']
1285SO,Black Bull Road,51.085655,1.177662,0.767,0.076,1.206,0.082,0.06116666666666661,0.063,0.06,0.135,0.135,0.135,['Stage'],['levelASD']
1289TH,Woodstock,51.864215,-1.356609,1.122,0.031,0.75,0.05,0.0763333333333333,0.078,0.075,0.115,0.115,0.115,['Stage'],['levelASD']
1290_w1TH,Cassington Weir A,51.786053,-1.351198,1.091,0.026,0.9,0.085,0.18089583333333323,0.188,0.173,0.261,0.261,0.261,['Stage'],['levelASD']
1290_w2TH,Cassington Weir B,51.786053,-1.351198,1.292,0.088,0.77,0.144,0.236625,0.243,0.228,0.317,0.317,0.317,['Stage'],['levelASD']
1301TH,Kings Lock,51.789307,-1.306931,0.977,-0.811,0.3,0.0,0.13127083333333342,0.14,0.122,0.22,0.22,0.22,['Stage'],['levelASD']
1302TH,Godstow Lock,51.776669,-1.298428,0.52,-0.477,0.225,0.05,0.08851041666666666,0.116,0.064,0.172,0.172,0.172,['Stage'],['levelASD']
1303TH,Osney Lock,51.74909,-1.272781,0.341,-0.312,0.12,-0.15,-0.03614583333333333,-0.018,-0.059,0.028,0.028,0.028,['Stage'],['levelASD']
1408TH,Woodford Halse,52.167771,-1.212815,2.914,0.834,2.0,0.848,0.9261145833333333,0.928,0.924,0.969,0.969,0.969,['Stage'],['levelASD']
1414TH, Huscote FAS,52.08027,-1.319158,,,,,1.0329687500000009,1.036,1.029,1.167,1.167,1.167,['Stage'],['levelASD']
1415TH,Hardwick FAS,52.081936,-1.321103,,,,,1.0892604166666662,1.13,-2.146,1.147,1.147,1.147,['Stage'],['levelASD']
1416TH,Cropredy Bridge,52.114915,-1.315184,2.732,0.867,2.192,1.044,1.494875000000001,1.497,1.493,1.518,1.518,1.518,['Stage'],['levelASD']
1420TH,Banbury,52.066379,-1.333286,2.392,0.003,1.14,0.02,0.1277916666666666,0.142,0.119,0.18,0.18,0.18,['Stage'],['levelASD']
1431TH,Bloxham,52.017279,-1.380792,2.23,0.597,1.11,0.636,0.718395833333335,0.719,0.718,0.703,0.703,0.703,['Stage'],['levelASD']
1437TH,Bodicote,52.028582,-1.326852,1.3,0.041,0.58,0.058,0.09578124999999992,0.098,0.094,0.148,0.148,0.148,['Stage'],['levelASD']
1453TH,Heyford Bridge,51.920573,-1.306366,2.569,0.286,1.3,0.361,0.4171249999999997,0.423,0.405,0.503,0.503,0.503,['Stage'],['levelASD']
1460_w1TH,Enslow Weir A,51.861393,-1.30321,2.103,0.103,1.29,0.143,0.26804166666666657,0.276,0.264,0.344,0.344,0.344,['Stage'],['levelASD']
1460_w2TH,RIVER CHERWELL  AT  ENSLOW,51.861438,-1.303137,,,,,-0.109,-0.109,-0.109,-0.232,-0.232,-0.232,['Stage'],['levelASD']
1465TH,Thrupp,51.840425,-1.30005,3.346,0.578,2.12,0.654,0.8146979166666668,0.844,0.801,0.911,0.911,0.911,['Stage'],['levelASD']
1471TH,Grendon Underwood,51.884491,-1.012852,1.86,-0.211,0.939,0.008,0.05561458333333331,0.057,0.055,0.094,0.094,0.094,['Stage'],['levelASD']
1483TH,Lower Arncott,51.861059,-1.119228,2.984,0.222,2.0,0.297,0.6949479166666667,0.754,0.643,0.574,0.574,0.574,['Stage'],['levelASD']
1484TH,Langford Village,51.895439,-1.13585,1.852,0.037,1.309,0.103,0.37507291666666687,0.379,0.37,0.452,0.452,0.452,['Stage'],['levelASD']
1486TH,Wendlebury,51.874246,-1.18499,1.955,0.921,1.59,0.925,0.9534583333333333,0.955,0.95,0.968,0.968,0.968,['Stage'],['levelASD']
1489TH,Islip,51.819783,-1.242178,9.327,6.127,7.8,6.492,6.824281250000008,6.827,6.82,6.858,6.858,6.858,['Stage'],['levelASD']
1490TH,Oxford Botanical Gardens,51.750579,-1.24661,6.18,4.67,6.19,4.8,4.700750000000002,4.711,4.692,4.763,4.763,4.763,['Stage'],['levelASD']
1491TH,Kings Mill,51.756247,-1.238765,2.78,1.231,2.4,1.631,1.7459583333333342,1.759,1.733,1.934,1.934,1.934,['Stage'],['levelASD']
1501TH,Iffley Lock,51.72955,-1.239792,0.937,-0.62,0.25,0.003,0.12466666666666672,0.139,0.087,0.154,0.154,0.154,['Stage'],['levelASD']
1502TH,Sandford-on-Thames,51.708312,-1.232825,,,,,0.07190625000000002,0.151,-0.084,,,,[],[]
1503TH,Abingdon Lock,51.670388,-1.268257,0.581,-0.26,0.2,-0.25,0.06873958333333335,0.084,0.055,0.13,0.13,0.13,['Stage'],['levelASD']
151816001,Romsey Broadlands Estate,50.968109,-1.497147,,,,,0.20487500000000014,0.209,0.196,0.26,0.26,0.26,['Stage'],['levelASD']
1635TH,Minns Estate,51.753242,-1.290099,3.117,0.797,2.13,1.006,1.0606770833333357,1.061,1.045,1.217,1.217,1.217,['Stage'],['levelASD']
1645TH,New Botley,51.752648,-1.281126,3.141,0.736,2.01,0.87,0.836875,0.854,0.822,1.029,1.029,1.029,['Stage'],['levelASD']
1674TH,Hinksey Lake (Temporary),51.740477,-1.259957,1.198,0.18,1.394,0.23,0.29654166666666654,0.298,0.295,0.34,0.34,0.34,['Stage'],['levelASD']
1675TH,Cold Harbour,51.730973,-1.251352,,,,,0.828083333333333,0.842,0.807,,,,[],[]
1679TH,Abingdon,51.684602,-1.282696,1.33,-0.26,1.43,0.05,0.6165520833333332,0.617,0.616,0.624,0.624,0.624,['Stage'],['levelASD']
1681TH,Abingdon Peachcroft,51.683092,-1.268125,1.356,0.45,1.5,0.45,0.49165624999999963,0.5,0.481,0.684,0.684,0.684,['Stage'],['levelASD']
1745TH,Stanford Vale,51.632965,-1.505814,1.982,0.0,0.62,0.069,0.08330208333333335,0.086,0.078,0.188,0.188,0.188,['Stage'],['levelASD']
1756TH,Wantage,51.588848,-1.431205,0.86,0.349,0.8,0.371,0.4658750000000001,0.471,0.463,0.564,0.564,0.564,['Stage'],['levelASD']
1757TH,Charney Bassett,51.64711,-1.451462,2.718,0.225,1.8,0.485,0.5148645833333336,0.521,0.51,0.674,0.674,0.674,['Stage'],['levelASD']
1761TH,Letcombe Bassett,51.565511,-1.460667,0.229,0.016,0.198,0.058,0.10999999999999997,0.11,0.11,0.159,0.159,0.159,['Stage'],['levelASD']
1771TH,Letcombe Regis,51.571482,-1.449342,0.188,-0.127,0.71,0.02,0.01851041666666668,0.02,0.018,0.066,0.066,0.066,['Stage'],['levelASD']
1790TH,Abingdon,51.666656,-1.305189,1.81,0.005,0.9,0.0,0.12094791666666656,0.124,0.118,0.229,0.229,0.229,['Stage'],['levelASD']
1796TH,Steventon,51.621195,-1.323534,1.463,0.469,1.023,0.523,0.51878125,0.538,0.508,0.66,0.66,0.66,['Stage'],['levelASD']
1799TH,Culham Lock,51.6506,-1.267131,1.977,-0.452,0.298,0.038,0.16446874999999997,0.185,0.119,0.134,0.134,0.134,['Stage'],['levelASD']
1801TH,Clifton Lock,51.648617,-1.210808,1.934,-0.488,0.849,0.0,0.2059166666666666,0.232,0.153,0.151,0.151,0.151,['Stage'],['levelASD']
1899TH,Days Lock,51.638206,-1.179444,1.322,-0.399,0.272,-0.38,0.14510416666666665,0.162,0.122,0.057,0.057,0.057,['Stage'],['levelASD']
1904TH,Rowsham Bridge,51.850671,-0.772585,2.03,0.0,1.51,0.07,0.07368750000000002,0.077,0.07,0.087,0.087,0.087,['Stage'],['levelASD']
1911TH,Aylesbury Thame,51.826251,-0.856541,2.512,0.206,1.9,0.406,0.8808645833333334,0.928,0.796,0.835,0.835,0.835,['Stage'],['levelASD']
1919TH,Bearbrook FD,51.819387,-0.786131,,,,,0.46333333333333354,0.472,0.455,0.558,0.558,0.558,['Stage'],['levelASD']
1922TH,Weston Turville,51.78506,-0.75797,0.8280000000000001,0.276,0.55,0.286,0.29476041666666714,0.296,0.294,0.323,0.323,0.323,['Stage'],['levelASD']
1923TH,Stocklake FD,51.824471,-0.789114,,,,,0.7510312499999996,0.753,0.75,0.812,0.812,0.812,['Stage'],['levelASD']
1925TH,Aylesbury,51.817792,-0.801624,2.0,0.612,1.49,0.968,1.073583333333332,1.077,1.071,1.162,1.162,1.162,['Stage'],['levelASD']
1930TH,Cuddington,51.795602,-0.944321,2.59,0.511,2.09,0.978,1.1849375000000013,1.198,1.167,1.205,1.205,1.205,['Stage'],['levelASD']
1961TH,Thame Bridge,51.753138,-0.982253,2.99,0.948,2.25,1.057,1.2753854166666672,1.33,1.24,1.35,1.35,1.35,['Stage'],['levelASD']
1980TH,Wheatley,51.740637,-1.115198,6.11,2.997,5.752,3.597,4.346166666666668,4.503,4.23,4.224,4.224,4.224,['Stage'],['levelASD']
1984TH,Chalgrove,51.663282,-1.075268,1.934,1.0,1.75,0.9,1.0664374999999997,1.072,1.062,1.146,1.146,1.146,['Stage'],['levelASD']
1990TH,Stadhampton,51.675126,-1.132094,2.626,0.31,2.0,0.5670000000000001,1.2349166666666662,1.36,1.078,0.992,0.992,0.992,['Stage'],['levelASD']
1993TH,Dorchester,51.641035,-1.163757,2.835,0.145,1.376,0.223,0.74309375,0.775,0.684,0.57,0.57,0.57,['Stage'],['levelASD']
1995TH,Ewelme,51.619653,-1.073786,0.201,0.006,0.46,0.041,0.08740625000000002,0.089,0.086,0.197,0.197,0.197,['Stage'],['levelASD']
2001,Bewdley,52.383563,-2.322438,5.563,0.053,3.3,0.207,0.6041250000000006,0.664,0.563,0.816,0.816,0.816,['Stage'],['levelASD']
2001TH,Benson Lock,51.617191,-1.116011,1.558,-0.581,0.31,0.038,0.22451041666666685,0.284,0.198,0.125,0.125,0.125,['Stage'],['levelASD']
2002,Evesham,52.092165,-1.942876,5.517,0.38,1.9,0.46,0.5333854166666671,0.553,0.519,0.582,0.582,0.582,['Stage'],['levelASD']
2002SO,SHERMAN BRIDGE GS,50.82568,0.175071,,,,,0.21772916666666656,0.254,0.175,,,,[],[]
2002TH,Cleeve Lock,51.529995,-1.135937,0.8310000000000001,-0.259,0.35,0.0,0.08971875000000003,0.107,0.078,0.09,0.09,0.09,['Stage'],['levelASD']
2003TH,Goring Lock,51.523317,-1.141252,1.306,-0.32,0.215,0.05,0.1005208333333334,0.114,0.085,0.094,0.094,0.094,['Stage'],['levelASD']
2004,Stoneleigh LVL,52.354922,-1.514617,,,,,0.34357291666666673,0.371,0.311,0.371,0.371,0.371,['Stage'],['levelASD']
2004TH,Whitchurch Lock,51.486605,-1.088869,0.976,-0.283,0.225,0.009,0.10320833333333336,0.118,0.09,0.01,0.01,0.01,['Stage'],['levelASD']
2005,Montford,52.724474,-2.872198,7.008,-0.121,4.8,0.287,1.1352708333333332,1.203,1.071,1.29,1.29,1.29,['Stage'],['levelASD']
2008,Tenbury,52.313207,-2.591539,5.968,0.279,4.5,0.428,0.5790000000000002,0.59,0.567,0.624,0.624,0.624,['Stage'],['levelASD']
2010,Alscot Park,52.153735,-1.697245,2.859,-0.316,0.673,0.12,0.353885416666667,0.358,0.352,0.414,0.414,0.414,['Stage'],['levelASD']
2011,Harford Hill,52.255374,-2.193909,2.834,0.016,2.0,0.189,0.19509375000000004,0.201,0.189,0.238,0.238,0.238,['Stage'],['levelASD']
2012,Walcot,52.706629,-2.60558,2.963,0.04,1.3,0.386,0.44017708333333383,0.445,0.435,0.601,0.601,0.601,['Stage'],['levelASD']
2015,Besford Bridge,52.114425,-2.108012,4.061,0.05,1.9,0.165,0.20002083333333334,0.205,0.192,0.245,0.245,0.245,['Stage'],['levelASD']
2016,Rodington,52.723597,-2.609812,1.612,0.119,1.0,0.208,0.24916666666666645,0.255,0.245,0.373,0.373,0.373,['Stage'],['levelASD']
2017,Wedderburn Bridge,51.909034,-2.32673,3.799,0.086,2.0,0.181,0.27187500000000014,0.374,0.245,0.336,0.336,0.336,['Stage'],['levelASD']
2018,Hookagate,52.678113,-2.791698,2.542,0.097,1.1,0.153,0.16619791666666658,0.173,0.159,0.269,0.269,0.269,['Stage'],['levelASD']
2019,Stareton,52.340881,-1.512833,2.699,0.048,1.95,0.105,0.19327083333333342,0.208,0.187,0.229,0.229,0.229,['Stage'],['levelASD']
2020,Yeaton,52.76777,-2.839715,1.127,0.042,0.7000000000000001,0.106,0.1430937500000001,0.145,0.142,0.266,0.266,0.266,['Stage'],['levelASD']
2020TH,Blewbury,51.573061,-1.233747,0.486,0.053,0.24,0.086,0.11750000000000027,0.118,0.116,0.164,0.164,0.164,['Stage'],['levelASD']
2023,Offenham,52.100775,-1.910164,3.653,0.024,1.112,0.141,0.19266666666666668,0.198,0.19,0.196,0.196,0.196,['Stage'],['levelASD']
2024,Burcote,52.555203,-2.376056,1.927,0.026,0.55,0.102,0.1868958333333334,0.191,0.185,0.263,0.263,0.263,['Stage'],['levelASD']
2027,Ebley Mill,51.740019,-2.24687,1.396,-0.004,0.95,0.133,0.1782708333333333,0.181,0.174,0.291,0.291,0.291,['Stage'],['levelASD']
2029,Knightsford Bridge,52.198971,-2.389281,6.417,0.24,5.2,0.307,0.5370312500000002,0.55,0.526,0.649,0.649,0.649,['Stage'],['levelASD']
2032,Saxons Lode,52.049661,-2.200744,5.925,0.322,4.0,0.417,0.5947812500000002,0.659,0.564,0.724,0.724,0.724,['Stage'],['levelASD']
2034,Oak Cottage,52.385318,-2.337878,2.984,0.047,1.0,0.084,0.11907291666666675,0.124,0.115,0.173,0.173,0.173,['Stage'],['levelASD']
2036,Hinton On Green,52.064842,-1.966688,4.922,-0.002,2.65,0.072,0.07755208333333324,0.081,0.074,0.117,0.117,0.117,['Stage'],['levelASD']
2038,Llanyblodwel,52.794313,-3.110292,2.675,0.092,1.047,0.225,0.4402812499999999,0.457,0.421,0.438,0.438,0.438,['Stage'],['levelASD']
2039,Newnham Bridge,52.32,-2.523849,4.199,-0.131,1.5,0.159,0.5469999999999992,0.547,0.547,0.518,0.518,0.518,['Stage'],['levelASD']
2040,Tibberton,52.781029,-2.474812,1.239,0.06,0.327,0.118,0.1884895833333334,0.191,0.187,0.219,0.219,0.219,['Stage'],['levelASD']
2046,Cosford Ww RAIN,52.639315,-2.326238,,,,,0.08761458333333322,0.088,0.087,0.115,0.115,0.115,['Stage'],['levelASD']
2048,Wellesbourne,52.197687,-1.602579,2.228,0.05,0.362,0.091,0.12904166666666675,0.132,0.126,0.153,0.153,0.153,['Stage'],['levelASD']
2049,Leamington Pdw LVL,52.286203,-1.549042,,,,,0.23196874999999997,0.253,0.203,0.298,0.298,0.298,['Stage'],['levelASD']
